CustomerId,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
15683027,"€ 122,028.65",2,Yes,4,Yes,0
15597487,€ 0.00,1,Yes,5,Yes,0
15763256,"€ 128,751.65",2,No,8,No,1
15620111,"€ 133,436.52",1,No,8,No,0
15623053,"€ 123,177.01",1,No,2,No,0
15595592,€ 0.00,1,No,2,No,1
15740072,"€ 120,328.88",2,Yes,2,Yes,0
15778005,"€ 130,147.98",1,No,1,No,1
15583278,"€ 92,716.96",1,Yes,8,Yes,0
15601263,€ 0.00,2,No,7,No,0
15709222,€ 0.00,1,Yes,3,Yes,0
15713949,"€ 76,914.21",1,No,1,No,0
15717706,"€ 106,045.92",2,Yes,3,Yes,0
15756071,"€ 103,133.26",1,Yes,1,Yes,0
15696564,"€ 145,974.79",2,Yes,0,Yes,0
15657637,€ 0.00,3,No,3,No,0
15755863,€ 0.00,2,Yes,1,Yes,0
15719858,€ 0.00,2,Yes,9,Yes,0
15688876,€ 0.00,2,Yes,9,Yes,0
15698528,€ 0.00,1,Yes,3,Yes,1
15770345,"€ 139,183.06",1,Yes,1,Yes,0
15761506,€ 0.00,2,No,5,No,0
15716619,"€ 74,974.89",1,Yes,3,Yes,0
15788367,"€ 61,691.45",1,Yes,6,Yes,0
15709451,"€ 121,952.75",2,Yes,1,Yes,0
15640421,€ 0.00,1,Yes,7,Yes,0
15580068,€ 0.00,2,Yes,5,Yes,0
15677123,€ 0.00,2,Yes,7,Yes,0
15619801,"€ 80,107.83",2,Yes,1,Yes,0
15582246,€ 0.00,2,Yes,2,Yes,0
15711843,"€ 147,856.82",3,No,1,No,1
15680046,€ 0.00,2,No,8,No,0
15804131,"€ 65,407.16",2,No,7,No,1
15722611,"€ 114,233.18",1,Yes,8,Yes,0
15729224,€ 0.00,2,No,5,No,0
15811588,"€ 187,602.18",1,No,7,No,1
15702138,"€ 156,834.34",1,No,3,No,0
15749799,€ 0.00,2,Yes,2,Yes,0
15752885,"€ 157,498.90",1,Yes,1,Yes,0
15674932,€ 0.00,2,No,9,No,0
15743828,€ 0.00,1,Yes,2,Yes,1
15642022,€ 0.00,1,No,8,No,0
15746461,€ 0.00,2,No,2,No,0
15809991,"€ 130,274.22",1,Yes,4,Yes,0
15787322,€ 0.00,1,Yes,6,Yes,0
15575498,"€ 149,379.66",2,No,5,No,0
15691387,€ 0.00,1,Yes,9,Yes,0
15765457,"€ 100,829.94",1,Yes,1,Yes,0
15666173,"€ 96,408.98",1,Yes,1,Yes,0
15627377,€ 0.00,2,Yes,6,Yes,0
15656683,€ 0.00,1,No,1,No,1
15679810,€ 0.00,2,No,6,No,0
15606310,"€ 149,105.08",1,Yes,5,Yes,0
15756871,€ 0.00,1,No,3,No,0
15610002,€ 0.00,2,Yes,5,Yes,0
15567802,€ 0.00,2,No,2,No,0
15745452,"€ 90,218.11",1,No,1,No,0
15617252,"€ 87,347.70",1,No,1,No,0
15753248,€ 0.00,2,No,2,No,0
15610755,"€ 137,811.75",1,Yes,0,Yes,0
15662238,"€ 105,563.00",1,No,3,No,0
15799186,€ 0.00,2,No,4,No,0
15686941,€ 0.00,2,No,7,No,0
15601172,"€ 91,125.75",1,No,6,No,0
15723858,€ 0.00,2,Yes,3,Yes,0
15615896,€ 0.00,2,No,8,No,0
15737647,"€ 135,120.56",1,No,6,No,0
15582841,€ 0.00,2,Yes,8,Yes,0
15760090,€ 0.00,2,Yes,7,Yes,0
15588587,"€ 86,837.95",1,Yes,1,Yes,0
15683157,"€ 100,446.57",1,Yes,4,Yes,0
15694209,€ 0.00,2,Yes,3,Yes,0
15655875,€ 0.00,2,No,3,No,0
15805704,€ 0.00,4,Yes,2,Yes,1
15744789,"€ 114,512.59",1,No,6,No,0
15799357,"€ 136,364.46",1,No,5,No,0
15726153,"€ 106,260.67",1,Yes,5,Yes,0
15713346,"€ 146,126.75",1,Yes,10,Yes,0
15665053,"€ 111,284.53",1,Yes,4,Yes,1
15592379,"€ 121,056.63",2,No,9,No,0
15692599,"€ 128,270.56",1,No,5,No,0
15620758,€ 0.00,2,No,4,No,0
15637428,€ 0.00,2,No,7,No,0
15808389,€ 0.00,1,Yes,7,Yes,0
15807003,"€ 191,775.65",1,No,10,No,0
15702912,€ 0.00,1,No,2,No,1
15590623,"€ 85,141.79",2,Yes,4,Yes,0
15728078,"€ 126,392.18",1,Yes,10,Yes,0
15708256,€ 0.00,2,No,3,No,0
15582335,"€ 129,860.37",1,No,9,No,0
15649150,"€ 127,642.44",1,No,5,No,1
15691647,€ 0.00,2,Yes,2,Yes,0
15668270,"€ 125,584.17",2,Yes,5,Yes,1
15624820,"€ 50,911.21",3,No,7,No,1
15736254,"€ 91,955.61",1,No,2,No,0
15720814,"€ 84,266.44",2,No,2,No,0
15642997,"€ 147,149.59",1,Yes,2,Yes,0
15693200,€ 0.00,2,No,7,No,0
15624596,"€ 104,822.45",1,Yes,5,Yes,0
15807167,"€ 146,766.72",2,Yes,1,Yes,0
15660301,"€ 148,745.92",2,Yes,6,Yes,0
15593094,€ 0.00,1,No,9,No,1
15618239,€ 0.00,1,No,0,No,0
15574137,€ 0.00,2,Yes,3,Yes,0
15614740,"€ 135,203.81",2,Yes,6,Yes,0
15574071,"€ 93,301.97",2,Yes,2,Yes,0
15671148,"€ 96,341.00",2,No,5,No,0
15721921,"€ 165,326.20",1,Yes,8,Yes,0
15717995,€ 0.00,2,Yes,0,Yes,0
15632050,"€ 99,786.20",1,No,10,No,0
15647111,"€ 114,440.24",1,Yes,4,Yes,0
15759991,"€ 141,573.55",1,No,4,No,0
15790204,€ 0.00,1,No,9,No,1
15686780,"€ 133,676.65",1,Yes,1,Yes,0
15640491,"€ 147,493.70",2,No,10,No,0
15783225,€ 0.00,1,No,9,No,1
15734438,€ 0.00,2,No,4,No,0
15688760,"€ 95,022.57",1,Yes,3,Yes,0
15768124,€ 0.00,1,No,3,No,0
15661330,€ 0.00,1,Yes,6,Yes,0
15781272,"€ 149,713.61",3,Yes,4,Yes,1
15573888,"€ 107,963.38",1,No,1,No,1
15575858,€ 0.00,2,No,3,No,0
15645937,€ 0.00,1,No,3,No,0
15702337,€ 0.00,2,Yes,7,Yes,0
15764537,€ 0.00,2,No,8,No,0
15619616,"€ 102,017.25",2,No,9,No,0
15585133,€ 0.00,2,No,8,No,0
15573971,€ 0.00,2,No,7,No,0
15579433,"€ 96,674.55",2,No,8,No,0
15777045,"€ 81,811.71",1,No,3,No,1
15611580,"€ 79,281.61",1,No,4,No,0
15614778,€ 0.00,2,No,6,No,0
15771750,"€ 122,314.39",1,No,10,No,0
15593280,"€ 140,733.74",1,Yes,8,Yes,0
15569274,"€ 116,933.11",1,No,2,No,1
15654408,"€ 165,445.04",2,No,5,No,0
15657468,"€ 123,805.03",1,No,5,No,0
15614213,"€ 107,548.94",1,No,0,No,0
15589869,"€ 111,634.29",2,Yes,9,Yes,0
15693205,"€ 109,153.96",3,Yes,8,Yes,1
15797113,€ 0.00,2,No,4,No,0
15676958,"€ 86,055.17",2,Yes,5,Yes,0
15739592,"€ 98,438.23",1,No,10,No,1
15656263,€ 0.00,2,No,5,No,0
15636872,"€ 144,705.87",2,No,8,No,0
15589435,€ 0.00,2,Yes,7,Yes,0
15640464,"€ 91,612.91",1,Yes,5,Yes,0
15723851,€ 0.00,1,No,2,No,0
15722122,€ 0.00,1,Yes,7,Yes,0
15696852,"€ 192,122.84",1,Yes,9,Yes,1
15634936,"€ 179,904.00",1,Yes,7,Yes,0
15575935,"€ 178,058.06",2,Yes,0,Yes,1
15634491,"€ 176,166.56",2,Yes,2,Yes,0
15628530,"€ 156,864.20",2,No,3,No,0
15678720,€ 0.00,2,Yes,7,Yes,0
15627999,€ 0.00,2,No,3,No,0
15571244,€ 0.00,2,Yes,3,Yes,0
15739931,"€ 161,588.89",1,Yes,2,Yes,0
15806256,"€ 109,349.29",1,No,2,No,1
15787258,€ 0.00,2,No,6,No,0
15706463,€ 0.00,2,Yes,9,Yes,0
15691004,€ 0.00,1,Yes,1,Yes,1
15792228,"€ 152,335.70",1,No,0,No,1
15733447,"€ 124,662.54",1,Yes,1,Yes,1
15679062,"€ 91,522.04",2,Yes,10,Yes,0
15594409,€ 0.00,2,Yes,1,Yes,0
15613816,"€ 62,052.28",1,Yes,6,Yes,0
15681991,"€ 107,871.72",1,No,7,No,0
15796074,"€ 99,472.76",2,No,2,No,1
15625941,"€ 128,039.01",1,Yes,10,Yes,0
15615016,€ 0.00,2,Yes,2,Yes,0
15748414,"€ 114,634.63",2,No,8,No,1
15751203,"€ 56,738.47",2,Yes,5,Yes,1
15662658,"€ 90,355.12",2,No,2,No,0
15574868,"€ 115,725.24",2,No,5,No,0
15790282,"€ 114,327.59",2,Yes,3,Yes,0
15762927,"€ 100,762.64",1,No,6,No,0
15803456,€ 0.00,1,No,9,No,1
15771857,"€ 89,039.90",2,Yes,7,Yes,0
15700601,"€ 78,829.53",1,Yes,1,Yes,0
15569670,"€ 112,372.96",1,Yes,6,Yes,0
15772341,"€ 122,029.15",1,Yes,6,Yes,0
15661548,"€ 157,829.12",1,No,0,No,0
15787597,"€ 108,377.75",2,Yes,1,Yes,0
15806913,"€ 95,507.12",1,Yes,2,Yes,0
15804862,"€ 127,146.68",1,No,6,No,0
15792986,"€ 133,811.78",1,No,1,No,1
15625632,"€ 121,092.47",2,Yes,3,Yes,0
15727703,"€ 126,979.75",1,No,10,No,0
15606273,"€ 144,235.73",2,No,5,No,1
15799652,"€ 152,582.20",2,No,0,No,0
15715047,"€ 172,478.15",1,No,9,No,1
15784687,"€ 126,477.42",1,No,1,No,0
15615322,"€ 97,473.87",2,Yes,7,Yes,0
15722072,"€ 138,053.67",1,Yes,5,Yes,0
15646784,"€ 164,003.05",2,Yes,2,Yes,0
15644692,€ 0.00,1,Yes,8,Yes,1
15670354,€ 0.00,2,Yes,6,Yes,0
15716357,"€ 122,486.11",2,Yes,4,Yes,0
15786717,€ 0.00,2,No,1,No,0
15771383,"€ 53,667.44",1,No,6,No,0
15649793,€ 0.00,2,No,7,No,0
15731543,"€ 109,327.65",1,Yes,9,Yes,0
15684516,"€ 121,151.05",1,No,1,No,0
15677249,"€ 101,043.63",1,Yes,9,Yes,0
15581525,"€ 83,501.66",2,No,3,No,0
15628420,"€ 80,462.24",1,No,2,No,0
15600478,€ 0.00,1,No,3,No,0
15594502,"€ 109,093.41",2,No,6,No,0
15784361,"€ 140,355.60",1,Yes,5,Yes,0
15767626,€ 0.00,2,Yes,10,Yes,0
15632521,"€ 130,170.82",2,No,0,No,0
15665088,€ 0.00,2,Yes,2,Yes,0
15652084,"€ 109,542.29",1,Yes,0,Yes,0
15574761,"€ 33,563.95",2,No,3,No,1
15729515,"€ 148,795.17",2,Yes,1,Yes,0
15682070,€ 0.00,2,Yes,9,Yes,0
15743817,"€ 174,126.75",3,No,8,No,1
15572158,€ 0.00,1,No,3,No,0
15584477,"€ 106,405.03",1,Yes,1,Yes,0
15614893,€ 0.00,1,Yes,2,Yes,0
15665963,"€ 128,393.29",1,Yes,2,Yes,0
15612524,"€ 127,841.52",1,No,2,No,0
15596962,"€ 137,295.19",2,Yes,4,Yes,0
15744942,"€ 155,828.22",1,Yes,2,Yes,1
15573278,€ 0.00,2,No,6,No,0
15717056,"€ 144,351.86",1,No,7,No,0
15795881,"€ 106,365.29",1,Yes,8,Yes,0
15758939,"€ 127,801.88",1,Yes,7,Yes,0
15792250,"€ 122,793.96",1,Yes,4,Yes,0
15740406,"€ 113,525.84",1,No,10,No,1
15768137,"€ 136,100.69",2,No,6,No,1
15569120,€ 0.00,2,Yes,7,Yes,0
15723721,"€ 140,916.81",1,No,4,No,0
15777122,€ 0.00,2,Yes,4,Yes,0
15742681,"€ 121,365.39",1,Yes,4,Yes,0
15582090,€ 0.00,1,No,4,No,0
15711254,€ 0.00,2,No,7,No,0
15775067,"€ 93,578.68",2,Yes,3,Yes,1
15602851,€ 0.00,1,No,9,No,0
15802857,"€ 115,409.60",1,Yes,8,Yes,0
15701175,"€ 90,791.69",1,Yes,8,Yes,0
15783019,"€ 123,681.32",3,No,9,No,1
15728912,"€ 92,436.86",1,No,6,No,0
15585580,"€ 167,194.36",1,Yes,9,Yes,1
15583480,€ 0.00,2,Yes,4,Yes,0
15620341,"€ 160,838.13",2,No,9,No,0
15613886,€ 0.00,1,No,1,No,1
15792916,"€ 144,470.77",1,Yes,7,Yes,0
15710408,€ 0.00,2,Yes,3,Yes,0
15598695,"€ 130,169.27",2,Yes,9,Yes,0
15649354,€ 0.00,2,Yes,4,Yes,0
15737556,"€ 81,076.80",2,Yes,7,Yes,1
15671610,€ 0.00,1,Yes,7,Yes,0
15625092,"€ 101,465.31",1,No,3,No,1
15741032,€ 0.00,1,Yes,5,Yes,0
15750014,"€ 113,865.23",2,Yes,0,Yes,0
15784761,"€ 87,603.35",3,Yes,7,Yes,1
15768359,"€ 120,037.96",1,No,4,No,0
15805769,€ 0.00,2,No,4,No,0
15719508,"€ 121,205.15",4,Yes,7,Yes,1
15609011,"€ 75,408.33",1,No,8,No,1
15703106,€ 0.00,2,Yes,5,Yes,0
15626795,€ 0.00,1,No,3,No,1
15773731,€ 0.00,2,No,5,No,0
15756196,"€ 121,818.84",2,Yes,6,Yes,0
15687903,€ 0.00,2,No,8,No,0
15777599,"€ 141,806.00",2,Yes,6,Yes,0
15754577,"€ 61,354.14",1,No,8,No,1
15584113,"€ 124,954.94",1,Yes,4,Yes,1
15669589,"€ 95,039.12",1,Yes,1,Yes,1
15632793,"€ 103,417.74",1,Yes,9,Yes,0
15711130,€ 0.00,2,No,2,No,0
15615254,"€ 43,028.77",1,No,10,No,0
15720583,"€ 119,638.21",1,Yes,0,Yes,1
15780432,"€ 122,689.51",2,No,3,No,1
15673223,€ 0.00,2,No,10,No,0
15807989,"€ 73,179.34",2,Yes,8,Yes,0
15761168,"€ 171,913.87",1,No,4,No,1
15651272,€ 0.00,2,Yes,5,Yes,0
15812832,"€ 92,659.20",2,No,8,No,0
15680517,"€ 137,239.17",1,Yes,7,Yes,1
15750569,"€ 102,955.14",2,No,3,No,0
15690743,"€ 65,190.29",1,Yes,8,Yes,1
15627741,"€ 96,863.52",2,Yes,2,Yes,0
15712121,"€ 154,983.98",1,No,5,No,0
15805429,"€ 106,819.65",1,Yes,3,Yes,0
15814923,"€ 128,578.52",1,Yes,7,Yes,0
15589230,"€ 126,473.33",1,Yes,2,Yes,0
15775490,"€ 110,570.78",2,No,5,No,0
15749727,€ 0.00,2,Yes,7,Yes,0
15619238,€ 0.00,2,No,8,No,0
15593468,€ 0.00,2,Yes,3,Yes,0
15718454,€ 0.00,2,No,2,No,0
15789498,"€ 111,099.79",2,No,3,No,0
15744691,€ 0.00,3,No,3,No,0
15708289,"€ 100,913.57",1,No,3,No,0
15790412,€ 0.00,2,Yes,8,Yes,0
15741416,"€ 16,893.59",1,Yes,2,Yes,0
15598894,"€ 122,267.85",1,No,10,No,0
15663294,"€ 125,685.79",1,Yes,1,Yes,0
15572728,"€ 127,397.34",1,No,8,No,0
15706729,"€ 105,271.56",1,Yes,0,Yes,0
15674433,"€ 115,265.14",1,No,2,No,0
15641170,€ 0.00,1,No,4,No,0
15806284,€ 0.00,2,Yes,1,Yes,0
15690958,"€ 139,542.82",1,Yes,2,Yes,0
15606386,"€ 111,512.75",3,No,3,No,1
15682322,"€ 148,466.93",2,Yes,9,Yes,0
15579915,€ 0.00,2,No,4,No,0
15681928,"€ 108,155.49",1,No,4,No,0
15734005,€ 0.00,2,No,1,No,0
15650432,"€ 84,622.13",1,Yes,10,Yes,0
15592578,"€ 146,997.64",2,No,7,No,0
15671243,€ 0.00,2,No,9,No,0
15775709,"€ 98,590.25",1,No,10,No,0
15702631,€ 0.00,2,Yes,2,Yes,0
15602282,"€ 134,980.74",1,Yes,8,Yes,1
15717879,"€ 108,078.56",1,Yes,5,Yes,0
15740878,€ 0.00,2,Yes,9,Yes,0
15794468,€ 0.00,2,No,6,No,0
15773277,"€ 106,836.67",2,No,5,No,0
15572657,"€ 102,490.27",1,Yes,8,Yes,0
15800295,"€ 112,746.54",2,No,9,No,0
15672397,"€ 125,487.89",1,No,0,No,0
15684921,"€ 142,862.21",1,Yes,8,Yes,0
15720676,€ 0.00,2,No,7,No,0
15731829,€ 0.00,2,No,10,No,0
15732672,"€ 79,388.33",1,Yes,6,Yes,0
15692406,€ 0.00,2,Yes,5,Yes,0
15764405,€ 0.00,2,Yes,10,Yes,0
15757537,"€ 107,784.65",1,Yes,6,Yes,0
15793307,"€ 142,880.28",3,No,4,No,1
15660679,"€ 149,571.94",1,No,9,No,0
15666856,"€ 142,767.39",1,Yes,1,Yes,0
15687372,"€ 121,537.71",2,No,8,No,1
15667289,€ 0.00,2,No,2,No,0
15624641,€ 0.00,1,No,9,No,1
15734610,"€ 89,838.71",3,No,4,No,1
15631882,"€ 103,399.87",1,No,9,No,0
15642709,€ 0.00,2,No,9,No,0
15811026,"€ 136,855.94",2,No,5,No,0
15596303,€ 0.00,2,No,0,No,1
15787255,"€ 140,891.46",3,Yes,2,Yes,1
15617166,€ 0.00,1,No,0,No,0
15742442,"€ 89,364.91",1,Yes,5,Yes,0
15758692,"€ 146,011.40",1,No,7,No,0
15568238,€ 0.00,2,Yes,8,Yes,0
15730353,"€ 145,294.08",2,No,9,No,0
15731555,"€ 106,000.12",1,No,9,No,1
15582404,€ 0.00,2,No,5,No,0
15721462,€ 0.00,2,Yes,2,Yes,0
15632899,"€ 104,508.77",2,No,9,No,0
15808526,"€ 127,539.30",1,Yes,3,Yes,1
15694349,€ 0.00,1,Yes,7,Yes,0
15718465,"€ 96,891.46",1,No,3,No,1
15682995,"€ 78,535.25",1,No,1,No,0
15584776,"€ 112,712.17",1,No,9,No,0
15777772,"€ 119,618.42",1,Yes,9,Yes,0
15576156,€ 0.00,1,No,6,No,0
15646756,"€ 74,963.50",1,Yes,8,Yes,0
15742886,"€ 138,023.79",2,Yes,1,Yes,0
15586135,€ 0.00,1,Yes,4,Yes,0
15616152,"€ 185,513.67",1,No,1,No,0
15721460,"€ 185,648.56",1,No,8,No,1
15727317,"€ 102,286.60",3,No,1,No,1
15649536,"€ 128,015.83",1,No,4,No,0
15754929,"€ 39,539.39",2,No,10,No,0
15572051,€ 0.00,1,Yes,3,Yes,0
15668142,"€ 77,608.46",2,Yes,3,Yes,0
15701176,"€ 141,462.13",1,No,5,No,0
15708422,€ 0.00,2,No,0,No,0
15655632,"€ 131,691.33",1,No,2,No,0
15744606,"€ 93,833.86",1,Yes,8,Yes,0
15612140,"€ 137,933.39",1,Yes,7,Yes,0
15656086,"€ 105,770.14",1,Yes,8,Yes,1
15655298,€ 0.00,2,Yes,5,Yes,0
15644796,€ 0.00,2,Yes,8,Yes,1
15726250,"€ 166,328.65",2,Yes,3,Yes,0
15764432,"€ 164,307.77",1,No,2,No,0
15631721,"€ 163,965.69",2,Yes,9,Yes,0
15707479,"€ 125,608.72",1,No,7,No,0
15579826,€ 0.00,1,No,9,No,0
15668104,"€ 118,433.94",1,Yes,6,Yes,0
15641604,"€ 98,488.08",1,No,10,No,1
15587240,€ 0.00,2,Yes,4,Yes,0
15680767,"€ 98,362.35",2,Yes,10,Yes,0
15601594,"€ 144,237.91",4,No,6,No,1
15589969,€ 0.00,1,Yes,6,Yes,0
15703728,€ 0.00,1,No,4,No,1
15617790,"€ 105,767.28",2,No,4,No,0
15662500,€ 0.00,2,No,9,No,0
15778526,€ 0.00,2,No,5,No,0
15670584,€ 0.00,1,Yes,2,Yes,1
15748069,"€ 134,467.26",1,Yes,3,Yes,0
15680597,"€ 138,515.02",1,Yes,1,Yes,0
15628992,"€ 128,647.98",2,No,2,No,0
15719624,"€ 121,858.98",1,No,9,No,0
15812767,€ 0.00,2,Yes,3,Yes,0
15689201,"€ 120,108.56",1,Yes,1,Yes,0
15614716,"€ 196,853.62",1,Yes,0,Yes,0
15683618,"€ 121,418.62",1,Yes,3,Yes,0
15799631,€ 0.00,2,Yes,10,Yes,0
15692259,€ 0.00,2,No,9,No,0
15590966,"€ 97,495.80",2,No,4,No,0
15656426,€ 0.00,2,No,3,No,0
15675256,"€ 127,343.40",1,Yes,5,Yes,0
15751185,"€ 158,633.61",1,No,0,No,0
15789582,€ 0.00,1,No,9,No,0
15651103,"€ 183,744.98",1,Yes,9,Yes,0
15672299,€ 0.00,2,Yes,6,Yes,0
15772250,€ 0.00,1,No,9,No,0
15763922,"€ 79,962.92",2,No,7,No,0
15633870,€ 0.00,2,Yes,10,Yes,0
15624323,€ 0.00,2,Yes,4,Yes,0
15688612,"€ 140,956.99",1,No,7,No,0
15694644,€ 0.00,1,Yes,6,Yes,0
15587174,€ 0.00,2,Yes,7,Yes,1
15579559,"€ 145,241.63",1,Yes,8,Yes,0
15775430,"€ 138,008.06",2,No,7,No,0
15623695,€ 0.00,2,Yes,4,Yes,0
15760849,€ 0.00,2,Yes,2,Yes,0
15813095,€ 0.00,2,No,2,No,0
15705281,€ 0.00,1,No,9,No,0
15812594,€ 0.00,2,No,7,No,0
15626322,"€ 127,570.93",2,No,9,No,0
15723105,€ 0.00,1,Yes,6,Yes,0
15588449,"€ 107,812.67",1,Yes,5,Yes,1
15794849,"€ 91,560.58",2,No,7,No,0
15620000,"€ 121,303.77",2,Yes,6,Yes,0
15799720,"€ 161,546.68",2,Yes,8,Yes,0
15711287,"€ 128,415.45",1,No,5,No,0
15613102,"€ 57,530.06",1,Yes,2,Yes,1
15621440,€ 0.00,2,Yes,1,Yes,0
15677146,"€ 142,243.54",2,No,4,No,0
15801169,"€ 138,341.51",1,No,9,No,1
15722425,€ 0.00,2,No,9,No,0
15682421,€ 0.00,2,Yes,2,Yes,1
15691910,€ 0.00,3,No,4,No,0
15721779,"€ 146,466.46",2,No,5,No,0
15579548,€ 0.00,2,No,5,No,0
15681075,€ 0.00,1,Yes,1,Yes,0
15607884,€ 0.00,2,Yes,8,Yes,0
15767757,"€ 120,307.58",1,Yes,9,Yes,0
15791550,"€ 87,637.26",2,No,4,No,0
15658589,"€ 94,652.04",1,Yes,2,Yes,0
15670822,"€ 114,415.84",1,Yes,7,Yes,0
15629744,€ 0.00,2,Yes,8,Yes,0
15660768,"€ 84,315.02",1,No,1,No,0
15726310,€ 0.00,2,No,3,No,0
15641298,"€ 93,955.83",2,No,9,No,0
15625675,"€ 67,087.69",1,No,1,No,0
15713354,"€ 101,528.61",1,No,6,No,1
15633866,"€ 110,824.52",1,Yes,1,Yes,0
15704231,€ 0.00,1,Yes,8,Yes,0
15735400,"€ 179,960.20",1,No,8,No,0
15632826,"€ 134,006.77",1,No,3,No,0
15751022,"€ 121,532.17",2,Yes,10,Yes,0
15664737,€ 0.00,2,Yes,7,Yes,0
15681126,€ 0.00,1,Yes,2,Yes,0
15738954,"€ 129,717.30",2,No,7,No,0
15662263,"€ 94,762.16",2,Yes,4,Yes,0
15621611,"€ 155,196.17",1,Yes,5,Yes,1
15783752,"€ 129,514.99",1,Yes,4,Yes,0
15709474,"€ 113,386.36",2,Yes,3,Yes,1
15701280,€ 0.00,1,Yes,3,Yes,1
15671104,"€ 172,196.23",1,Yes,3,Yes,0
15796434,"€ 97,612.12",1,Yes,5,Yes,0
15781505,"€ 104,719.94",2,No,4,No,0
15625819,€ 0.00,1,No,7,No,0
15753174,"€ 139,592.98",3,No,9,No,1
15654067,€ 0.00,2,No,4,No,0
15724719,"€ 139,096.85",1,No,7,No,0
15624695,"€ 140,301.72",1,Yes,7,Yes,0
15718216,€ 0.00,1,No,3,No,0
15586300,€ 0.00,2,Yes,7,Yes,0
15783349,"€ 111,233.09",1,Yes,1,Yes,0
15725767,€ 0.00,2,No,3,No,0
15791925,"€ 147,737.63",1,Yes,10,Yes,0
15793585,€ 0.00,2,Yes,8,Yes,0
15576641,"€ 125,725.02",2,Yes,5,Yes,0
15749519,"€ 128,289.70",3,No,6,No,1
15684960,€ 0.00,1,No,5,No,1
15591286,"€ 88,826.07",1,Yes,4,Yes,1
15668323,"€ 143,443.61",1,No,1,No,1
15608528,€ 0.00,4,Yes,9,Yes,1
15645184,€ 0.00,2,No,2,No,0
15702566,"€ 149,134.46",1,Yes,8,Yes,0
15660840,"€ 124,119.54",1,No,3,No,0
15750811,"€ 116,822.70",1,No,3,No,0
15733842,"€ 103,219.47",1,No,1,No,0
15581526,€ 0.00,2,No,1,No,0
15662751,"€ 81,954.60",1,Yes,0,Yes,1
15684319,"€ 95,196.26",1,No,10,No,1
15702190,€ 0.00,2,Yes,5,Yes,0
15588517,€ 0.00,2,Yes,7,Yes,0
15801863,"€ 136,555.01",2,Yes,2,Yes,0
15584271,€ 0.00,1,Yes,5,Yes,0
15700366,"€ 119,452.03",1,Yes,3,Yes,0
15804038,€ 0.00,1,Yes,9,Yes,1
15720820,"€ 69,881.09",2,Yes,9,Yes,0
15743759,€ 0.00,2,Yes,5,Yes,0
15749947,€ 0.00,2,Yes,7,Yes,0
15670496,€ 0.00,2,No,9,No,0
15746664,"€ 204,223.03",1,No,8,No,0
15745533,"€ 110,314.21",2,No,1,No,1
15761497,"€ 163,760.82",1,No,1,No,1
15628600,"€ 141,069.18",3,Yes,1,Yes,0
15627002,"€ 115,934.74",1,Yes,1,Yes,0
15614635,"€ 151,457.88",1,Yes,2,Yes,0
15731281,"€ 154,206.07",2,Yes,3,Yes,0
15814022,"€ 89,928.99",1,No,9,No,0
15659194,"€ 89,182.09",1,Yes,8,Yes,0
15745030,"€ 79,706.25",2,No,1,No,0
15691817,€ 0.00,3,No,5,No,1
15707488,€ 0.00,2,No,5,No,0
15784700,"€ 117,799.28",1,Yes,7,Yes,0
15710397,€ 0.00,2,No,4,No,0
15687648,€ 0.00,2,No,1,No,0
15732281,"€ 146,422.22",1,No,6,No,1
15607230,"€ 150,186.22",2,Yes,9,Yes,0
15567630,"€ 100,275.88",1,No,6,No,1
15587507,€ 0.00,1,No,6,No,1
15733904,"€ 147,493.89",1,No,9,No,0
15709511,€ 0.00,2,No,8,No,0
15579616,€ 0.00,2,Yes,8,Yes,0
15694852,"€ 121,823.40",2,Yes,4,Yes,0
15589924,€ 0.00,2,Yes,1,Yes,0
15799300,"€ 113,688.63",1,No,0,No,1
15731330,"€ 100,471.34",1,Yes,7,Yes,0
15694129,"€ 100,032.52",1,No,3,No,1
15620372,€ 0.00,2,No,3,No,0
15744622,"€ 116,358.00",1,No,8,No,0
15799815,"€ 163,549.63",1,Yes,4,Yes,0
15759250,"€ 99,183.90",1,Yes,3,Yes,0
15732643,"€ 131,955.07",1,Yes,1,Yes,1
15690540,"€ 134,177.06",1,No,1,No,0
15803078,€ 0.00,2,No,1,No,0
15652180,€ 0.00,2,Yes,2,Yes,0
15741195,€ 0.00,1,Yes,5,Yes,0
15743490,"€ 94,348.94",1,No,9,No,1
15575510,"€ 155,584.21",1,Yes,2,Yes,0
15732610,€ 0.00,2,No,6,No,0
15602909,€ 0.00,2,Yes,10,Yes,0
15734058,"€ 170,661.47",1,Yes,9,Yes,0
15801788,"€ 185,544.36",1,No,6,No,0
15702462,"€ 52,831.13",1,Yes,6,Yes,1
15683416,"€ 97,750.07",3,Yes,8,Yes,1
15794187,"€ 114,007.50",2,No,6,No,0
15792989,"€ 104,308.77",1,Yes,1,Yes,0
15613734,"€ 84,719.13",2,Yes,6,Yes,0
15606177,€ 0.00,2,No,2,No,0
15636700,"€ 140,236.98",1,Yes,9,Yes,0
15645766,€ 0.00,2,Yes,9,Yes,0
15671345,"€ 75,302.85",2,No,6,No,0
15652469,€ 0.00,2,No,1,No,0
15749638,"€ 104,760.82",1,Yes,9,Yes,1
15728706,€ 0.00,1,No,7,No,1
15735439,"€ 113,693.00",1,No,1,No,0
